x/c (395 elements),y/c (57 elements),u/U_inf,v/U_inf
0.770116309588897,0.0497119781852082,1.09450896965261,0.0377520662326773
0.769228595692733,0.0497119781852082,1.0953204719715,0.0371191430830559
0.768340881796568,0.0497119781852082,1.09642930226732,0.0363315640714261
0.767453167900404,0.0497119781852082,1.09791129739456,0.0353538247069418
0.76656545400424,0.0497119781852082,1.09952671027658,0.0342234112350498
0.765677740108075,0.0497119781852082,1.10081239190325,0.0331226101272855
0.764790026211911,0.0497119781852082,1.10154030628994,0.0321613488952813
0.763902312315746,0.0497119781852082,1.10174123899589,0.0313425743243987
0.763014598419582,0.0497119781852082,1.10164786534406,0.030622013616088
0.762126884523417,0.0497119781852082,1.10173555774224,0.0300027935413055
0.761239170627253,0.0497119781852082,1.10225822900446,0.0295114618447428
0.760351456731089,0.0497119781852082,1.10337972374124,0.0290486350839118
0.759463742834924,0.0497119781852082,1.10489430740873,0.0285537022074632
0.75857602893876,0.0497119781852082,1.10644034461212,0.0279915069846478
0.757688315042595,0.0497119781852082,1.10775917465072,0.0272764080235328
0.756800601146431,0.0497119781852082,1.10886549310105,0.0263737596881409
0.755912887250266,0.0497119781852082,1.11002882022163,0.0253003162584277
0.755025173354102,0.0497119781852082,1.11145600644626,0.0241493945453111
0.754137459457938,0.0497119781852082,1.11307922009374,0.0231672897193796
0.753249745561773,0.0497119781852082,1.1145984903387,0.0224167441935032
0.752362031665609,0.0497119781852082,1.11573933985457,0.0218616680519508
0.751474317769444,0.0497119781852082,1.11641950753775,0.021531083851104
0.75058660387328,0.0497119781852082,1.11689113016376,0.0213635595696707
0.749698889977115,0.0497119781852082,1.11737305711439,0.0213400643424729
0.748811176080951,0.0497119781852082,1.11806812076284,0.0213889728426633
0.747923462184787,0.0497119781852082,1.11913501053883,0.0213749732551154
0.747035748288622,0.0497119781852082,1.1204813864578,0.0212607613971483
0.746148034392458,0.0497119781852082,1.12181561082035,0.0209670569301435
0.745260320496293,0.0497119781852082,1.12290217527961,0.0203304047123405
0.744372606600129,0.0497119781852082,1.12374308944522,0.0193837113869853
0.743484892703964,0.0497119781852082,1.12456941459445,0.018189701274491
0.7425971788078,0.0497119781852082,1.12582994033659,0.0168274982906606
0.741709464911635,0.0497119781852082,1.12764582752848,0.0155042765624175
0.740821751015471,0.0497119781852082,1.12986805438538,0.0144399492405367
0.739934037119307,0.0497119781852082,1.13209866569443,0.0139122113761253
0.739046323223142,0.0497119781852082,1.13399031593004,0.0139823771456651
0.738158609326978,0.0497119781852082,1.13541197376014,0.0144652205125257
0.737270895430813,0.0497119781852082,1.1363119342735,0.0151924292215146
0.736383181534649,0.0497119781852082,1.13685380399391,0.0160709956661795
0.735495467638485,0.0497119781852082,1.13746105080792,0.0167795733323617
0.73460775374232,0.0497119781852082,1.13825828268174,0.0172113326681063
0.733720039846156,0.0497119781852082,1.13917802924722,0.0173906742155513
0.732832325949991,0.0497119781852082,1.14015267467378,0.0174034940421119
0.731944612053827,0.0497119781852082,1.14118072253162,0.0173373209358074
0.731056898157662,0.0497119781852082,1.14235866614088,0.017234367031381
0.730169184261498,0.0497119781852082,1.14387307857616,0.017087286277969
0.729281470365333,0.0497119781852082,1.14578667181447,0.0169723040518167
0.728393756469169,0.0497119781852082,1.14807464882856,0.0168529457163348
0.727506042573005,0.0497119781852082,1.15057793005122,0.0166354988589488
0.72661832867684,0.0497119781852082,1.15282532155053,0.0163132011510113
0.725730614780676,0.0497119781852082,1.15455808764209,0.0158978333684057
0.724842900884511,0.0497119781852082,1.15580281369269,0.0154404679066731
0.723955186988347,0.0497119781852082,1.15684298765768,0.0149608665227978
0.723067473092182,0.0497119781852082,1.15805463532133,0.0144290153120256
0.722179759196018,0.0497119781852082,1.159683128258,0.0138194124991884
0.721292045299854,0.0497119781852082,1.16158520995528,0.0132721438453757
0.720404331403689,0.0497119781852082,1.16344629351365,0.012988052688469
0.719516617507525,0.0497119781852082,1.16496677708121,0.0130277946841152
0.71862890361136,0.0497119781852082,1.16602219080522,0.0133416865580275
0.717741189715196,0.0497119781852082,1.16673444873764,0.0138670805411757
0.716853475819031,0.0497119781852082,1.16748951438527,0.0144412097389513
0.715965761922867,0.0497119781852082,1.1688242670369,0.0148168845847845
0.715078048026703,0.0497119781852082,1.17092566457139,0.0148736502480723
0.714190334130538,0.0497119781852082,1.17340012385153,0.0146460474532401
0.713302620234374,0.0497119781852082,1.17561173482788,0.0142515062005065
0.712414906338209,0.0497119781852082,1.17731837595569,0.0137981106973738
0.711527192442045,0.0497119781852082,1.17869359702016,0.0133379120757288
0.71063947854588,0.0497119781852082,1.18004986028,0.0128915260575576
0.709751764649716,0.0497119781852082,1.181684909095,0.0124063132707162
0.708864050753552,0.0497119781852082,1.18372476010703,0.0117946823965362
0.707976336857387,0.0497119781852082,1.18613300897811,0.0110858044995611
0.707088622961223,0.0497119781852082,1.18873162762536,0.0105463070601438
0.706200909065058,0.0497119781852082,1.19123544419292,0.0103700133656812
0.705313195168894,0.0497119781852082,1.19343593930762,0.010560763226163
0.704425481272729,0.0497119781852082,1.19529750052998,0.0109225461821265
0.703537767376565,0.0497119781852082,1.1970346635336,0.01119337746328
0.702650053480401,0.0497119781852082,1.19897965716055,0.0111398567085488
0.701762339584236,0.0497119781852082,1.20131053047288,0.0107343438864841
0.700874625688072,0.0497119781852082,1.20387561086122,0.0101828833385566
0.699986911791907,0.0497119781852082,1.20631300714016,0.00980909957781767
0.699099197895743,0.0497119781852082,1.20833827481948,0.00999195617453458
0.698211483999578,0.0497119781852082,1.2099311813547,0.0108612929058568
0.697323770103414,0.0497119781852082,1.21131698989926,0.0121834799078662
0.696436056207249,0.0497119781852082,1.21273415902254,0.013446381690801
0.695548342311085,0.0497119781852082,1.21432207081165,0.0143213400046937
0.694660628414921,0.0497119781852082,1.21615889081964,0.0146582680592128
0.693772914518756,0.0497119781852082,1.21818036048477,0.014541197256754
0.692885200622592,0.0497119781852082,1.22022681718069,0.0142695986413487
0.691997486726427,0.0497119781852082,1.22211727312275,0.0142012791762105
0.691109772830263,0.0497119781852082,1.22378369276652,0.0145478552117115
0.690222058934098,0.0497119781852082,1.22531950807836,0.0152276667308591
0.689334345037934,0.0497119781852082,1.22677328410055,0.0159554247937663
0.68844663114177,0.0497119781852082,1.22823664348606,0.0165060156130636
0.687558917245605,0.0497119781852082,1.22985460403653,0.016837752032877
0.686671203349441,0.0497119781852082,1.2316030989074,0.0170685507601009
0.685783489453276,0.0497119781852082,1.23327331018966,0.0174284427399661
0.684895775557112,0.0497119781852082,1.23472480662594,0.0181453525601753
0.684008061660948,0.0497119781852082,1.23599941004881,0.0190552159792762
0.683120347764783,0.0497119781852082,1.23729453055173,0.0199485932151316
0.682232633868619,0.0497119781852082,1.23874685803899,0.0207059985125471
0.681344919972454,0.0497119781852082,1.24031725000993,0.0213015997364952
0.68045720607629,0.0497119781852082,1.24186815430201,0.0217681997992319
0.679569492180125,0.0497119781852082,1.24334277326512,0.0221742579381995
0.678681778283961,0.0497119781852082,1.24468040746448,0.0225241991733949
0.677794064387796,0.0497119781852082,1.24578342244019,0.0227962886222108
0.676906350491632,0.0497119781852082,1.24669387551265,0.0230224647981458
0.676018636595468,0.0497119781852082,1.24757348175806,0.0231932456751135
0.675130922699303,0.0497119781852082,1.2486356721034,0.023266728435725
0.674243208803139,0.0497119781852082,1.25003415228604,0.0232354708045047
0.673355494906974,0.0497119781852082,1.25169214526857,0.0231959610795673
0.67246778101081,0.0497119781852082,1.25335417511761,0.023369567390687
0.671580067114645,0.0497119781852082,1.25482099652802,0.0240082508225672
0.670692353218481,0.0497119781852082,1.25599426508077,0.025155068693111
0.669804639322317,0.0497119781852082,1.25679273981579,0.0266264178029904
0.668916925426152,0.0497119781852082,1.25732341656243,0.0280685526906145
0.668029211529988,0.0497119781852082,1.25782353435345,0.0292700234970912
0.667141497633823,0.0497119781852082,1.25855619008177,0.0302168860494142
0.666253783737659,0.0497119781852082,1.25961824502389,0.0309732366149995
0.665366069841494,0.0497119781852082,1.26100187020294,0.031581201274419
0.66447835594533,0.0497119781852082,1.26239429738008,0.032263377983126
0.663590642049166,0.0497119781852082,1.26357822359163,0.0330177589183777
0.662702928153001,0.0497119781852082,1.26438733859957,0.0339483123737765
0.661815214256837,0.0497119781852082,1.26489428315364,0.0350103399839638
0.660927500360672,0.0497119781852082,1.2652832590014,0.036056117082494
0.660039786464508,0.0497119781852082,1.26573412845153,0.0370418050712401
0.659152072568343,0.0497119781852082,1.26630284989388,0.0380418775439522
0.658264358672179,0.0497119781852082,1.26699428470171,0.0389831133973141
0.657376644776015,0.0497119781852082,1.26777434741916,0.0397507287391317
0.65648893087985,0.0497119781852082,1.26851259421287,0.0405379788636836
0.655601216983686,0.0497119781852082,1.269088525172,0.0416552185490081
0.654713503087521,0.0497119781852082,1.26949169370298,0.0430845359312435
0.653825789191357,0.0497119781852082,1.26982147614073,0.044622719512366
0.652938075295192,0.0497119781852082,1.27023881961973,0.0460927758981682
0.652050361399028,0.0497119781852082,1.27073093724012,0.0473332658715503
0.651162647502864,0.0497119781852082,1.27122982096723,0.0483317578918029
0.650274933606699,0.0497119781852082,1.27173953428313,0.0492489383189189
0.649387219710535,0.0497119781852082,1.27229883693527,0.050348338288345
0.64849950581437,0.0497119781852082,1.27278487544031,0.0519396783291062
0.647611791918206,0.0497119781852082,1.27306222084329,0.0540053668757191
0.646724078022041,0.0497119781852082,1.27317184042064,0.0562313968336103
0.645836364125877,0.0497119781852082,1.27328589017726,0.0582403037046973
0.644948650229712,0.0497119781852082,1.2734832461167,0.059866114745997
0.644060936333548,0.0497119781852082,1.2737113744574,0.0611399014698923
0.643173222437384,0.0497119781852082,1.2738874310859,0.0621521202514433
0.642285508541219,0.0497119781852082,1.27406253059376,0.0631231410584575
0.641397794645055,0.0497119781852082,1.27426741998205,0.0642676102239403
0.64051008074889,0.0497119781852082,1.27449624250628,0.0656830569856637
0.639622366852726,0.0497119781852082,1.27475450360824,0.0673537627796698
0.638734652956562,0.0497119781852082,1.27505892403099,0.0692534930383821
0.637846939060397,0.0497119781852082,1.27537188385633,0.0713033608529461
0.636959225164233,0.0497119781852082,1.27565996208018,0.0733295068408431
0.636071511268068,0.0497119781852082,1.27584020076825,0.0750639920569687
0.635183797371904,0.0497119781852082,1.27584084515112,0.0763819575035078
0.634296083475739,0.0497119781852082,1.27568686031778,0.0774379093874053
0.633408369579575,0.0497119781852082,1.27550965495395,0.0785454796707784
0.63252065568341,0.0497119781852082,1.27543529373079,0.0797954962793725
0.631632941787246,0.0497119781852082,1.27550897239998,0.0811130677450301
